Month Start Date,Manager ID,Product ID,Sales Target
1/1/2024,2,2,$360.72 
2/1/2024,2,2,$547.52 
3/1/2024,2,2,$644.14 
4/1/2024,2,2,$394.06 
5/1/2024,2,2,$719.92 
6/1/2024,2,2,$780.55 
7/1/2024,2,2,$401.64 
8/1/2024,2,2,$507.73 
9/1/2024,2,2,$454.69 
10/1/2024,2,2,$394.06 
11/1/2024,2,2,$568.36 
12/1/2024,2,2,$424.38 
1/1/2024,2,7,$354.28 
2/1/2024,2,7,$316.70 
3/1/2024,2,7,$182.51 
4/1/2024,2,7,$309.44 
5/1/2024,2,7,$246.29 
6/1/2024,2,7,$599.94 
7/1/2024,2,7,$227.34 
8/1/2024,2,7,$719.92 
9/1/2024,2,7,$334.70 
10/1/2024,2,7,$688.35 
11/1/2024,2,7,$574.67 
12/1/2024,2,7,$637.83 
1/1/2024,2,9,$206.66 
2/1/2024,2,9,$578.65 
3/1/2024,2,9,$318.85 
4/1/2024,2,9,$368.17 
5/1/2024,2,9,$500.16 
6/1/2024,2,9,$305.65 
7/1/2024,2,9,$229.24 
8/1/2024,2,9,$243.13 
9/1/2024,2,9,$409.85 
10/1/2024,2,9,$562.68 
11/1/2024,2,9,$361.22 
12/1/2024,2,9,$583.52 
1/1/2024,2,14,$295.77 
2/1/2024,2,14,$249.87 
3/1/2024,2,14,$163.18 
4/1/2024,2,14,$413.96 
5/1/2024,2,14,$425.95 
6/1/2024,2,14,$173.98 
7/1/2024,2,14,$431.95 
8/1/2024,2,14,$323.97 
9/1/2024,2,14,$341.96 
10/1/2024,2,14,$347.96 
11/1/2024,2,14,$311.97 
12/1/2024,2,14,$461.96 
1/1/2024,2,1,$109.11 
2/1/2024,2,1,$58.01 
3/1/2024,2,1,$95.30 
4/1/2024,2,1,$136.49 
5/1/2024,2,1,$136.49 
6/1/2024,2,1,$77.99 
7/1/2024,2,1,$63.37 
8/1/2024,2,1,$87.74 
9/1/2024,2,1,$108.87 
10/1/2024,2,1,$116.99 
11/1/2024,2,1,$139.74 
12/1/2024,2,1,$50.37 
1/1/2024,2,4,$464.06 
2/1/2024,2,4,$480.64 
3/1/2024,2,4,$629.80 
4/1/2024,2,4,$516.71 
5/1/2024,2,4,$623.95 
6/1/2024,2,4,$906.68 
7/1/2024,2,4,$526.46 
8/1/2024,2,4,$477.71 
9/1/2024,2,4,$516.71 
10/1/2024,2,4,$565.45 
11/1/2024,2,4,$263.23 
12/1/2024,2,4,$341.22 
1/1/2024,2,5,$216.56 
2/1/2024,2,5,$265.18 
3/1/2024,2,5,$380.09 
4/1/2024,2,5,$311.97 
5/1/2024,2,5,$582.35 
6/1/2024,2,5,$249.58 
7/1/2024,2,5,$436.76 
8/1/2024,2,5,$447.16 
9/1/2024,2,5,$431.56 
10/1/2024,2,5,$389.97 
11/1/2024,2,5,$525.16 
12/1/2024,2,5,$509.56 
1/1/2024,2,6,$62.15 
2/1/2024,2,6,$82.87 
3/1/2024,2,6,$67.95 
4/1/2024,2,6,$67.27 
5/1/2024,2,6,$53.62 
6/1/2024,2,6,$61.42 
7/1/2024,2,6,$109.19 
8/1/2024,2,6,$53.62 
9/1/2024,2,6,$39.97 
10/1/2024,2,6,$59.47 
11/1/2024,2,6,$84.82 
12/1/2024,2,6,$55.57 
1/1/2024,2,11,$165.74 
2/1/2024,2,11,$165.74 
3/1/2024,2,11,$228.72 
4/1/2024,2,11,$370.47 
5/1/2024,2,11,$296.38 
6/1/2024,2,11,$292.48 
7/1/2024,2,11,$339.27 
8/1/2024,2,11,$308.07 
9/1/2024,2,11,$210.58 
10/1/2024,2,11,$327.57 
11/1/2024,2,11,$261.28 
12/1/2024,2,11,$296.38 
1/1/2024,2,15,$122.64 
2/1/2024,2,15,$56.35 
3/1/2024,2,15,$109.39 
4/1/2024,2,15,$71.49 
5/1/2024,2,15,$61.09 
6/1/2024,2,15,$70.19 
7/1/2024,2,15,$131.29 
8/1/2024,2,15,$105.29 
9/1/2024,2,15,$50.70 
10/1/2024,2,15,$35.10 
11/1/2024,2,15,$92.29 
12/1/2024,2,15,$118.29 
1/1/2024,2,16,$240.32 
2/1/2024,2,16,$118.78 
3/1/2024,2,16,$91.15 
4/1/2024,2,16,$155.99 
5/1/2024,2,16,$220.98 
6/1/2024,2,16,$237.23 
7/1/2024,2,16,$269.73 
8/1/2024,2,16,$233.98 
9/1/2024,2,16,$321.72 
10/1/2024,2,16,$240.48 
11/1/2024,2,16,$233.98 
12/1/2024,2,16,$311.96 
1/1/2024,3,3,$54.04 
2/1/2024,3,3,$43.61 
3/1/2024,3,3,$54.04 
4/1/2024,3,3,$110.43 
5/1/2024,3,3,$63.58 
6/1/2024,3,3,$76.96 
7/1/2024,3,3,$111.54 
8/1/2024,3,3,$108.19 
9/1/2024,3,3,$50.19 
10/1/2024,3,3,$53.54 
11/1/2024,3,3,$64.69 
12/1/2024,3,3,$92.58 
1/1/2024,3,8,$48.59 
2/1/2024,3,8,$43.85 
3/1/2024,3,8,$69.92 
4/1/2024,3,8,$90.63 
5/1/2024,3,8,$156.16 
6/1/2024,3,8,$111.54 
7/1/2024,3,8,$104.57 
8/1/2024,3,8,$157.55 
9/1/2024,3,8,$132.46 
10/1/2024,3,8,$172.89 
11/1/2024,3,8,$68.32 
12/1/2024,3,8,$100.39 
1/1/2024,3,10,$374.50 
2/1/2024,3,10,$436.13 
3/1/2024,3,10,$455.09 
4/1/2024,3,10,$680.40 
5/1/2024,3,10,$585.59 
6/1/2024,3,10,$356.93 
7/1/2024,3,10,$401.55 
8/1/2024,3,10,$234.24 
9/1/2024,3,10,$290.01 
10/1/2024,3,10,$317.89 
11/1/2024,3,10,$462.90 
12/1/2024,3,10,$301.16 
1/1/2024,3,12,$109.03 
2/1/2024,3,12,$180.14 
3/1/2024,3,12,$87.70 
4/1/2024,3,12,$273.28 
5/1/2024,3,12,$195.20 
6/1/2024,3,12,$156.16 
7/1/2024,3,12,$139.43 
8/1/2024,3,12,$172.89 
9/1/2024,3,12,$156.16 
10/1/2024,3,12,$225.87 
11/1/2024,3,12,$197.99 
12/1/2024,3,12,$276.06 
1/1/2024,3,13,$79.64 
2/1/2024,3,13,$147.90 
3/1/2024,3,13,$58.31 
4/1/2024,3,13,$168.98 
5/1/2024,3,13,$107.08 
6/1/2024,3,13,$110.43 
7/1/2024,3,13,$68.60 
8/1/2024,3,13,$113.77 
9/1/2024,3,13,$158.95 
10/1/2024,3,13,$130.50 
11/1/2024,3,13,$125.48 
12/1/2024,3,13,$123.80 
1/1/2024,3,2,$382.36 
2/1/2024,3,2,$580.37 
3/1/2024,3,2,$682.79 
4/1/2024,3,2,$417.71 
5/1/2024,3,2,$763.12 
6/1/2024,3,2,$827.38 
7/1/2024,3,2,$425.74 
8/1/2024,3,2,$538.20 
9/1/2024,3,2,$481.97 
10/1/2024,3,2,$417.71 
11/1/2024,3,2,$602.46 
12/1/2024,3,2,$449.84 
1/1/2024,3,7,$375.53 
2/1/2024,3,7,$335.70 
3/1/2024,3,7,$193.46 
4/1/2024,3,7,$328.01 
5/1/2024,3,7,$261.07 
6/1/2024,3,7,$635.93 
7/1/2024,3,7,$240.98 
8/1/2024,3,7,$763.12 
9/1/2024,3,7,$354.78 
10/1/2024,3,7,$729.65 
11/1/2024,3,7,$609.16 
12/1/2024,3,7,$676.10 
1/1/2024,3,9,$219.06 
2/1/2024,3,9,$613.37 
3/1/2024,3,9,$337.98 
4/1/2024,3,9,$390.26 
5/1/2024,3,9,$530.17 
6/1/2024,3,9,$323.99 
7/1/2024,3,9,$242.99 
8/1/2024,3,9,$257.72 
9/1/2024,3,9,$434.44 
10/1/2024,3,9,$596.44 
11/1/2024,3,9,$382.90 
12/1/2024,3,9,$618.53 
1/1/2024,3,14,$313.51 
2/1/2024,3,14,$264.87 
3/1/2024,3,14,$172.97 
4/1/2024,3,14,$438.79 
5/1/2024,3,14,$451.51 
6/1/2024,3,14,$184.42 
7/1/2024,3,14,$457.87 
8/1/2024,3,14,$343.40 
9/1/2024,3,14,$362.48 
10/1/2024,3,14,$368.84 
11/1/2024,3,14,$330.68 
12/1/2024,3,14,$489.67 
1/1/2024,3,1,$115.66 
2/1/2024,3,1,$61.49 
3/1/2024,3,1,$101.02 
4/1/2024,3,1,$144.68 
5/1/2024,3,1,$144.68 
6/1/2024,3,1,$82.67 
7/1/2024,3,1,$67.17 
8/1/2024,3,1,$93.01 
9/1/2024,3,1,$115.40 
10/1/2024,3,1,$124.01 
11/1/2024,3,1,$148.12 
12/1/2024,3,1,$53.39 
1/1/2024,3,4,$491.91 
2/1/2024,3,4,$509.47 
3/1/2024,3,4,$667.59 
4/1/2024,3,4,$547.71 
5/1/2024,3,4,$661.39 
6/1/2024,3,4,$961.08 
7/1/2024,3,4,$558.04 
8/1/2024,3,4,$506.37 
9/1/2024,3,4,$547.71 
10/1/2024,3,4,$599.38 
11/1/2024,3,4,$279.02 
12/1/2024,3,4,$361.70 
1/1/2024,3,5,$229.56 
2/1/2024,3,5,$281.09 
3/1/2024,3,5,$402.89 
4/1/2024,3,5,$330.69 
5/1/2024,3,5,$617.29 
6/1/2024,3,5,$264.55 
7/1/2024,3,5,$462.97 
8/1/2024,3,5,$473.99 
9/1/2024,3,5,$457.46 
10/1/2024,3,5,$413.37 
11/1/2024,3,5,$556.67 
12/1/2024,3,5,$540.13 
1/1/2024,3,6,$65.88 
2/1/2024,3,6,$87.84 
3/1/2024,3,6,$72.03 
4/1/2024,3,6,$71.31 
5/1/2024,3,6,$56.84 
6/1/2024,3,6,$65.11 
7/1/2024,3,6,$115.74 
8/1/2024,3,6,$56.84 
9/1/2024,3,6,$42.37 
10/1/2024,3,6,$63.04 
11/1/2024,3,6,$89.91 
12/1/2024,3,6,$58.90 
1/1/2024,3,11,$175.68 
2/1/2024,3,11,$175.68 
3/1/2024,3,11,$242.44 
4/1/2024,3,11,$392.70 
5/1/2024,3,11,$314.16 
6/1/2024,3,11,$310.02 
7/1/2024,3,11,$359.63 
8/1/2024,3,11,$326.56 
9/1/2024,3,11,$223.22 
10/1/2024,3,11,$347.23 
11/1/2024,3,11,$276.96 
12/1/2024,3,11,$314.16 
1/1/2024,3,15,$130.00 
2/1/2024,3,15,$59.73 
3/1/2024,3,15,$115.95 
4/1/2024,3,15,$75.78 
5/1/2024,3,15,$64.76 
6/1/2024,3,15,$74.41 
7/1/2024,3,15,$139.17 
8/1/2024,3,15,$111.61 
9/1/2024,3,15,$53.74 
10/1/2024,3,15,$37.20 
11/1/2024,3,15,$97.83 
12/1/2024,3,15,$125.39 
1/1/2024,3,16,$254.74 
2/1/2024,3,16,$125.90 
3/1/2024,3,16,$96.62 
4/1/2024,3,16,$165.35 
5/1/2024,3,16,$234.24 
6/1/2024,3,16,$251.46 
7/1/2024,3,16,$285.91 
8/1/2024,3,16,$248.02 
9/1/2024,3,16,$341.03 
10/1/2024,3,16,$254.91 
11/1/2024,3,16,$248.02 
12/1/2024,3,16,$330.65 
1/1/2024,4,3,$56.08 
2/1/2024,4,3,$45.26 
3/1/2024,4,3,$56.08 
4/1/2024,4,3,$114.59 
5/1/2024,4,3,$65.98 
6/1/2024,4,3,$79.87 
7/1/2024,4,3,$115.75 
8/1/2024,4,3,$112.28 
9/1/2024,4,3,$52.09 
10/1/2024,4,3,$55.56 
11/1/2024,4,3,$67.14 
12/1/2024,4,3,$96.07 
1/1/2024,4,8,$50.42 
2/1/2024,4,8,$45.50 
3/1/2024,4,8,$72.56 
4/1/2024,4,8,$94.05 
5/1/2024,4,8,$162.05 
6/1/2024,4,8,$115.75 
7/1/2024,4,8,$108.52 
8/1/2024,4,8,$163.50 
9/1/2024,4,8,$137.45 
10/1/2024,4,8,$179.41 
11/1/2024,4,8,$70.90 
12/1/2024,4,8,$104.18 
1/1/2024,4,10,$388.63 
2/1/2024,4,10,$452.58 
3/1/2024,4,10,$472.26 
4/1/2024,4,10,$706.08 
5/1/2024,4,10,$607.69 
6/1/2024,4,10,$370.40 
7/1/2024,4,10,$416.70 
8/1/2024,4,10,$243.08 
9/1/2024,4,10,$300.95 
10/1/2024,4,10,$329.89 
11/1/2024,4,10,$480.36 
12/1/2024,4,10,$312.53 
1/1/2024,4,12,$113.15 
2/1/2024,4,12,$186.94 
3/1/2024,4,12,$91.01 
4/1/2024,4,12,$283.59 
5/1/2024,4,12,$202.56 
6/1/2024,4,12,$162.05 
7/1/2024,4,12,$144.69 
8/1/2024,4,12,$179.41 
9/1/2024,4,12,$162.05 
10/1/2024,4,12,$234.39 
11/1/2024,4,12,$205.46 
12/1/2024,4,12,$286.48 
1/1/2024,4,13,$82.65 
2/1/2024,4,13,$153.48 
3/1/2024,4,13,$60.51 
4/1/2024,4,13,$175.36 
5/1/2024,4,13,$111.12 
6/1/2024,4,13,$114.59 
7/1/2024,4,13,$71.19 
8/1/2024,4,13,$118.07 
9/1/2024,4,13,$164.94 
10/1/2024,4,13,$135.43 
11/1/2024,4,13,$130.22 
12/1/2024,4,13,$128.47 
1/1/2024,4,2,$396.79 
2/1/2024,4,2,$602.27 
3/1/2024,4,2,$708.56 
4/1/2024,4,2,$433.47 
5/1/2024,4,2,$791.91 
6/1/2024,4,2,$858.60 
7/1/2024,4,2,$441.81 
8/1/2024,4,2,$558.51 
9/1/2024,4,2,$500.16 
10/1/2024,4,2,$433.47 
11/1/2024,4,2,$625.20 
12/1/2024,4,2,$466.81 
1/1/2024,4,7,$389.71 
2/1/2024,4,7,$348.37 
3/1/2024,4,7,$200.76 
4/1/2024,4,7,$340.38 
5/1/2024,4,7,$270.92 
6/1/2024,4,7,$659.93 
7/1/2024,4,7,$250.08 
8/1/2024,4,7,$791.91 
9/1/2024,4,7,$368.17 
10/1/2024,4,7,$757.18 
11/1/2024,4,7,$632.14 
12/1/2024,4,7,$701.61 
1/1/2024,4,9,$227.33 
2/1/2024,4,9,$636.52 
3/1/2024,4,9,$350.73 
4/1/2024,4,9,$404.99 
5/1/2024,4,9,$550.17 
6/1/2024,4,9,$336.22 
7/1/2024,4,9,$252.16 
8/1/2024,4,9,$267.44 
9/1/2024,4,9,$450.84 
10/1/2024,4,9,$618.94 
11/1/2024,4,9,$397.35 
12/1/2024,4,9,$641.87 
1/1/2024,4,14,$325.34 
2/1/2024,4,14,$274.86 
3/1/2024,4,14,$179.50 
4/1/2024,4,14,$455.35 
5/1/2024,4,14,$468.55 
6/1/2024,4,14,$191.38 
7/1/2024,4,14,$475.15 
8/1/2024,4,14,$356.36 
9/1/2024,4,14,$376.16 
10/1/2024,4,14,$382.76 
11/1/2024,4,14,$343.16 
12/1/2024,4,14,$508.15 
1/1/2024,4,1,$120.02 
2/1/2024,4,1,$63.81 
3/1/2024,4,1,$104.83 
4/1/2024,4,1,$150.14 
5/1/2024,4,1,$150.14 
6/1/2024,4,1,$85.79 
7/1/2024,4,1,$69.71 
8/1/2024,4,1,$96.52 
9/1/2024,4,1,$119.75 
10/1/2024,4,1,$128.69 
11/1/2024,4,1,$153.71 
12/1/2024,4,1,$55.41 
1/1/2024,4,4,$510.47 
2/1/2024,4,4,$528.70 
3/1/2024,4,4,$692.78 
4/1/2024,4,4,$568.38 
5/1/2024,4,4,$686.34 
6/1/2024,4,4,$997.34 
7/1/2024,4,4,$579.10 
8/1/2024,4,4,$525.48 
9/1/2024,4,4,$568.38 
10/1/2024,4,4,$622.00 
11/1/2024,4,4,$289.55 
12/1/2024,4,4,$375.34 
1/1/2024,4,5,$238.22 
2/1/2024,4,5,$291.70 
3/1/2024,4,5,$418.10 
4/1/2024,4,5,$343.17 
5/1/2024,4,5,$640.59 
6/1/2024,4,5,$274.54 
7/1/2024,4,5,$480.44 
8/1/2024,4,5,$491.88 
9/1/2024,4,5,$474.72 
10/1/2024,4,5,$428.96 
11/1/2024,4,5,$577.67 
12/1/2024,4,5,$560.51 
1/1/2024,4,6,$68.37 
2/1/2024,4,6,$91.15 
3/1/2024,4,6,$74.75 
4/1/2024,4,6,$74.00 
5/1/2024,4,6,$58.98 
6/1/2024,4,6,$67.56 
7/1/2024,4,6,$120.11 
8/1/2024,4,6,$58.98 
9/1/2024,4,6,$43.97 
10/1/2024,4,6,$65.42 
11/1/2024,4,6,$93.30 
12/1/2024,4,6,$61.13 
1/1/2024,4,11,$182.31 
2/1/2024,4,11,$182.31 
3/1/2024,4,11,$251.59 
4/1/2024,4,11,$407.52 
5/1/2024,4,11,$326.01 
6/1/2024,4,11,$321.72 
7/1/2024,4,11,$373.20 
8/1/2024,4,11,$338.88 
9/1/2024,4,11,$231.64 
10/1/2024,4,11,$360.33 
11/1/2024,4,11,$287.41 
12/1/2024,4,11,$326.01 
1/1/2024,4,15,$134.91 
2/1/2024,4,15,$61.99 
3/1/2024,4,15,$120.32 
4/1/2024,4,15,$78.64 
5/1/2024,4,15,$67.20 
6/1/2024,4,15,$77.21 
7/1/2024,4,15,$144.42 
8/1/2024,4,15,$115.82 
9/1/2024,4,15,$55.77 
10/1/2024,4,15,$38.61 
11/1/2024,4,15,$101.52 
12/1/2024,4,15,$130.12 
1/1/2024,4,16,$264.35 
2/1/2024,4,16,$130.66 
3/1/2024,4,16,$100.27 
4/1/2024,4,16,$171.59 
5/1/2024,4,16,$243.08 
6/1/2024,4,16,$260.95 
7/1/2024,4,16,$296.70 
8/1/2024,4,16,$257.38 
9/1/2024,4,16,$353.90 
10/1/2024,4,16,$264.53 
11/1/2024,4,16,$257.38 
12/1/2024,4,16,$343.15 
1/1/2024,5,3,$61.18 
2/1/2024,5,3,$49.37 
3/1/2024,5,3,$61.18 
4/1/2024,5,3,$125.01 
5/1/2024,5,3,$71.98 
6/1/2024,5,3,$87.13 
7/1/2024,5,3,$126.27 
8/1/2024,5,3,$122.48 
9/1/2024,5,3,$56.82 
10/1/2024,5,3,$60.61 
11/1/2024,5,3,$73.24 
12/1/2024,5,3,$104.81 
1/1/2024,5,8,$55.01 
2/1/2024,5,8,$49.64 
3/1/2024,5,8,$79.16 
4/1/2024,5,8,$102.60 
5/1/2024,5,8,$176.78 
6/1/2024,5,8,$126.27 
7/1/2024,5,8,$118.38 
8/1/2024,5,8,$178.36 
9/1/2024,5,8,$149.95 
10/1/2024,5,8,$195.72 
11/1/2024,5,8,$77.34 
12/1/2024,5,8,$113.65 
1/1/2024,5,10,$423.96 
2/1/2024,5,10,$493.73 
3/1/2024,5,10,$515.19 
4/1/2024,5,10,$770.27 
5/1/2024,5,10,$662.93 
6/1/2024,5,10,$404.07 
7/1/2024,5,10,$454.58 
8/1/2024,5,10,$265.17 
9/1/2024,5,10,$328.31 
10/1/2024,5,10,$359.88 
11/1/2024,5,10,$524.03 
12/1/2024,5,10,$340.94 
1/1/2024,5,12,$123.43 
2/1/2024,5,12,$203.93 
3/1/2024,5,12,$99.28 
4/1/2024,5,12,$309.37 
5/1/2024,5,12,$220.98 
6/1/2024,5,12,$176.78 
7/1/2024,5,12,$157.84 
8/1/2024,5,12,$195.72 
9/1/2024,5,12,$176.78 
10/1/2024,5,12,$255.70 
11/1/2024,5,12,$224.13 
12/1/2024,5,12,$312.53 
1/1/2024,5,13,$90.16 
2/1/2024,5,13,$167.44 
3/1/2024,5,13,$66.01 
4/1/2024,5,13,$191.30 
